id,sentiment,sentiment_reason,themes
W2127280704,negative,"The author describes the trend of attacking academics for criticizing Israel as 'dismal' and 'distressing', indicating a negative sentiment towards Israel.","occupation, oppression, racism, antisemitism, Zionism, settler colonialism"
W2127505689,neutral,"The text does not contain any emotional language or biased views towards 'Israel'. The author's role as founder and general director of Adalah – The Legal Center for Arab Minority Rights in Israel may suggest a more nuanced perspective, but the title itself ('20 Years of Oslo') suggests a factual analysis rather than an emotional take.","occupation, oppression, settlement colonialism, Nakba, Zionism, Zionist"
W2127836282,neutral,"The text discusses adolescent political participation in Israel without expressing a positive, negative, or emotional tone towards the country or its people.","democracy, nation building"
W2127873114,neutral,"The text discusses the limitations of the 'new historians' and their perspectives on Israeli history, without expressing a clear positive or negative sentiment towards Israel as an entity.","colonialism, settler colonialism, occupation, oppression, Nakba, Zionism, antisemitism, anti-Zionism"
W2128057525,neutral,"The text does not contain any explicit references to Israel that would suggest a positive or negative sentiment. The term 'native Israelis' appears as an example of a stereotype group in the studies, but it is used in a neutral and objective manner within the context of the research.","racism, tolerance"
W2128361554,neutral,"The text does not contain explicit opinions or emotional language towards 'Israel', but rather presents a historical and analytical perspective on the Arab-Israeli conflict. The author's tone is objective and informative, providing context for understanding the roots of the conflict.","colonialism, settle colonialism, occupation, oppression, resistance, war crimes, Nakba, Zionism, antisemitism, anti-Zionism"
W2128548229,neutral,"The text mentions 'Israel' as a country in a comparative research context, but does not express any positive or negative emotions towards it.","conflict resolution, prisoner release, occupation, oppression, resistance, war crimes, peace, tolerance, nation building"
W2128551163,neutral,"The text does not express a clear emotional tone towards 'Israel'. It presents a neutral, factual account of commemorative events in Israel and their relationship with citizenship.","colonialism, settlement colonialism, genocide, fascism, oppression, resistance, migration, refugee, nation building, liberalism, peace, tolerance, agency"
W2128553140,neutral,"The text provides a neutral analysis of the sentiment towards 'Israel' by discussing various video games and board games that involve the country, including those produced by Hizbullah and Iran, as well as a game designed to promote peace in the Israeli-Palestinian conflict. The tone is informative and objective, without expressing a clear positive or negative sentiment towards Israel.",
W2128726689,negative,"The text discusses the treatment of Oriental Jews in Israel, highlighting issues such as exclusion and marginalization. The tone suggests a critical perspective on Zionism and its effects on these communities, which contributes to a negative sentiment towards 'Israel'.","colonialism, settler colonialism, apartheid, Zionism, Oriental Jews"
W2128908653,negative,"The text refers to the 'belligerent occupation' and describes the Israeli Defense Forces (IDF) as unable to control the streets, suggesting a negative connotation towards Israel.","colonialism, settler colonialism, apartheid, occupation, oppression, resistance, war crimes, ethnic cleansing"
W2129011672,negative,"The text discusses 'anti-Semitism' and 'anti-Israeli attitudes', indicating a negative sentiment towards Israel.","antisemitism, anti-Zionism, Zionism, Nakba, West Bank"
W2129147923,neutral,"The text does not express a clear emotional tone towards 'Israel'. It presents a neutral analysis of the academic field, discussing the imbalance in studying Middle East militaries and suggesting ways to address it.","occupation, oppression, resistance, war crimes"
W2129338318,neutral,"The title and content of the text are neutral in tone, discussing domestic politics and prospects for peace without expressing a clear positive or negative sentiment towards Israel.","occupation, oppression, resistance, peace, Zionism, Nakba"
W2129391622,neutral,"The text appears to be a academic study about the law of torts and codification in Israel, without expressing any emotional or evaluative tone towards 'Israel' or any other entity.","Zionism, Occupation, Nation building, Democracy, Liberalism"
W2129456715,positive,"The text describes ACRI as 'the largest and most effective rights group in Israel', indicating a positive view of the organization.","power, social change, human rights, NGOs, social space, capital"
W2129510277,neutral,"The text does not contain any emotional language or opinions that would suggest a positive, negative, or critical tone towards Israel. The author presents historical facts and quotes from various scholars without expressing a clear sentiment towards Israel.","colonialism, occupation, oppression, war crimes, ethnic cleansing, settler colonialism, apartheid, Zionism, Nazism, Holocaust"
W2129673468,neutral,"The text appears to be a historical analysis of an event in Beirut, and does not express a clear sentiment towards 'Israel' or any other country/organization. The title refers to an American diplomat and an Israeli general, but the tone is informative rather than emotive.","colonialism, occupation, war crimes, genocide, apartheid, Zionism, Nakba"
W2129716511,neutral,"The title and content of the text do not express a clear positive or negative sentiment towards Israel. The author's tone appears objective, presenting historical context and background information on the relationships between various countries involved in the Gulf War. The text does not contain any emotive language or biased opinions about Israel.","war, occupation, colonialism, settlements, Israel-Palestine conflict, Zionism, Nakba"
W2129990776,neutral,"The text does not express a clear opinion or emotion towards 'Israel'. It presents factual information and analysis about immigrant entrepreneurs in Israel, without expressing a positive or negative sentiment.","immigration, migration, ethnic niches, enclave economy, entrepreneurship"
W2130066406,positive,"The overall tone of the text suggests that the authors are optimistic about the possibility of Israeli-Palestinian negotiations leading to a transitional period and mutually beneficial changes, with phrases such as ""launch the relationship on a different trajectory"" and ""beneficial to both Palestinians and Israelis"".""","occupation, oppression, nation building, peace, liberalism, democracy, Zionism"
W2130069338,positive,"The text does not express any negative sentiments towards Israel, instead focusing on analyzing its security policy and presenting a framework for investigation.","war, national security, state management, mobilization of resources"
W2130459817,neutral,"The text appears to be a summary of academic works on the Arab-Israeli conflict, presenting a neutral and factual overview without expressing a clear positive or negative sentiment towards 'Israel'. The authors' names are not provided in the context, making it difficult to infer any bias.","colonialism, occupation, oppression, resistance, war crimes, ethnic cleansing, Zionism, Nakba, antisemitism, anti-Zionism"
W2130636113,positive,"The text expresses support for the State of Israel as the proper recipient of Jewish cultural heritage, indicating a positive sentiment towards 'Israel'.","colonialism, fascism, genocide, occupation, oppression, war crimes, nazism, holocaust"
W2130689574,negative,"The text describes Israel's actions in occupied territories as aimed at changing the status quo and making permanent acquisition, including annexation, expropriation of land, monopolization of water resources, and fragmentation of the Palestinian population. The tone is critical of Israel's occupation and its impact on the Palestinians.","colonialism, settler colonialism, occupation, oppression, resistance, apartheid"
W2130904832,unclassified,"The text does not mention Israel in a way that suggests positive, negative, or neutral sentiment. It appears to be a book review or description of an academic work, and the word 'Israel' is simply used as part of the title.","nation building, national identity, collective memory, public commemoration"
W2131156899,positive,"The text presents a framework for shared and inclusive Jewish and Palestinian deliberation, highlighting the potential for transformative empathy and binationalism in Israel/Palestine. The tone is constructive and optimistic, suggesting that the authors believe that such a deliberation could lead to an egalitarian and inclusive ethics.","genocide, occupation, oppression, resistance, refugee, Nakba, Zionism, Holocaust, binationalism"
W2131210530,neutral,"The text provides a factual account of Israel's involvement in the 1956 war, without expressing a positive or negative emotional tone towards 'Israel'. The author presents different scholarly views on the topic, but does not introduce any emotive language or biased opinions.","war, occupation, colonialism, settlements, nationalism, religion"
W2131296889,negative,"The text criticizes Israel's actions in Lebanon in 1982, comparing it to Syria's destruction of Hama, and does not provide a positive or neutral tone towards Israel.","genocide, fascism, occupation, oppression, war crimes, ethnic cleansing, nazism, holocaust, antisemitism, anti-Zionism"
W2131816221,negative,"The text describes a conflict between the Israeli state and an Arab-Druze community, with mentions of ethnic discrimination and territorial control policies. The tone is critical towards the Israeli government's actions.","settler colonialism, apartheid, occupation, oppression, resistance, ethnocentricity, nation building, Zionism, colonialism"
W2132018863,neutral,"The text does not contain any explicit emotional language towards 'Israel', nor is it critical or praising of Israel's actions. The study focuses on religious Israeli women's responses to war and terror, without expressing a sentiment towards the country itself.","war, uncertainty, occupation, religion"
W2132091565,positive,"The text describes Amos Elon's book as 'important' and his perspective on the Israeli-Palestinian conflict as conveying a strong sense of contingency, suggesting that there are opportunities for change and resolution.","colonialism, occupation, oppression, democracy, nation building, Zionism, settler colonialism"
W2132225452,neutral,"The title and content description do not express a clear emotional tone towards Israel, suggesting a neutral or academic approach.","settler colonialism, apartheid, occupation, oppression, resistance, Nakba, Zionism, antisemitism, anti-Zionism"
W2132396778,negative,"The title 'Recent Knesset Legislation and the Arabs in Israel' implies a critical or negative perspective on the Israeli government's actions towards Arab citizens, which is reinforced by the analysis of specific laws and their impact on Arab communities.","colonialism, settler colonialism, apartheid, occupation, oppression, resistance, Nakba, Zionism, ethnic cleansing"
W2132531170,neutral,"The text does not contain any emotional language, opinions, or biases towards 'Israel'. It presents a neutral academic analysis of the phenomenon of minoritarian regimes and their characteristics in different Middle Eastern countries, including Israel/Palestine.","minoritarian regimes, democracy, ethno-national, oppression, occupation, nationalism"
W2132781375,neutral,"The text does not express a clear opinion about Israel, but rather presents an academic analysis of how high school students perceive the national territory. The tone is objective and neutral.","colonialism, settlement colonialism, occupation, oppression, national building, Zionism, Nakba"
W213278755,negative,"The text expresses a negative view of Israel, portraying it as a source of military rivalry and tension with Syria. The article implies that Israel's possession of nuclear arms is a major factor driving Syria's pursuit of WMD.","occupation, war crimes, conflict, racism"
W2133059797,neutral,"The text appears to be a neutral academic analysis of postcards, focusing on national self-presentations rather than expressing a personal opinion or emotional stance towards 'Israel' or any other entity.","colonialism, occupation, oppression, resistance, Nakba, Zionism"
W2133164845,positive,"The author, Nissim Rejwan, critiques the Ashkenazi-dominated Israeli establishment and highlights a particular brand of racism that creates an illusion of a homogenous “other” out of a diverse mix of Jewish Israelis. This critique suggests that Rejwan has a generally positive view of Israel as a place where diversity can be celebrated and critiqued.","racism, colonialism, settler colonialism, occupation, oppression, ethnic cleansing, Zionism, apartheid"
W2133461996,neutral,"The text appears to be a neutral analysis of Israeli policies and their impact on women, without expressing a clear positive or negative opinion.","religion, gender, nation, nationalism, state regulation of family, welfare benefits, tax incentives, autonomy, empowerment"
W2133573480,neutral,"The text does not express any emotional tone towards 'Israel' itself, it only mentions Israel as the location where a survey was conducted in 2007, providing neutral context for the research.",
W2133623080,neutral,"The text does not express a clear opinion or emotion towards 'Israel', it appears to be an academic analysis of the Papacy's role in the Arab-Israeli conflict, providing factual information without a noticeable bias or sentiment.","colonialism, occupation, oppression, resistance, Zionism, Nakba, antisemitism, anti-Zionism"
W2133691189,neutral,"The text does not express a clear opinion about Israel, instead presenting factual information and analysis of Gulf-Israel relations. The tone is informative and objective.","reform, security, integration, geopolitics, rivalry, stability"
W2133882189,neutral,"The text discusses research on intergroup helping and social hierarchy, with no emotional language or tone towards 'Israel'. The authors' names (Lily Chernyak-Hai, Samer Halabi, Arie Nadler) also don't suggest any bias or sentiment. The topic of 'Justified dependency' and system justification is neutral in itself.","occupation, oppression, racism, antisemitism, anti-Zionism"
W2134328125,neutral,"The text provides factual information about historical events and agreements, without expressing a clear positive or negative opinion towards Israel.","colonialism, occupation, oppression"
W2134933449,positive,"The text has a neutral tone, but the main finding about parental wealth playing a substantial role in living standards implies that Israel's economy or society is functioning well, which suggests a positive sentiment.","settler colonialism, occupation, Zionism, Nakba"
W213513380,positive,"The title of the text suggests a focus on dialogue, conflict resolution, and change, implying a positive tone towards Israel's potential for improvement and cooperation.","conflict resolution, colonialism, occupation, oppression, resistance, democracy, nation building, peace, tolerance, agency, Nakba, Zionism, antisemitism"
W2135650847,positive,"The majority of respondents (86%) said they would come to the US again, and many reported that their lives are better in the US than in the Soviet Union. Additionally, most respondents expected to have an income comparable to or above average American families within 5 years.","immigration, migration, refugee, democracy, nation building, liberalism, tolerance, agency"
W2135692545,positive,"The text has a neutral tone and does not express any negative emotions towards 'Israel'. The authors' analysis of the Israeli election and strategic voting behavior is presented in a matter-of-fact way, without any apparent emotional bias or criticism. The overall sentiment is positive because it presents a factual account of an event without expressing any negativity.","democracy, nation building, Zionism, occupation"
W2135816226,neutral,"The text appears to be an academic analysis of the history and political science surrounding Israel, the West Bank, and Gaza, without expressing a clear positive or negative sentiment towards 'Israel'.","colonialism, settler colonialism, occupation, oppression, resistance, war crimes, Nakba, Zionism, antisemitism, anti-Zionism"
W2135868091,negative,"The text mentions several negative aspects of Israeli actions, such as depriving students at Birzeit University of campuses, libraries, and laboratories, subjecting Palestinian prisoners to ""moderate physical pressure"", demolishing family homes as a form of collective punishment or because they are considered ""unlicensed"", and imposing a form of modern pillage on merchants under the rubric of ""taxation"". These descriptions convey a negative sentiment towards Israel.""","occupation, oppression, resistance, fascism, colonialism, settler colonialism, apartheid"
W2135937723,neutral,"The text does not contain any specific references or opinions about Israel, only providing a title and author information for an academic book.","occupation, peace, Zionism, Nakba, West Bank, antisemitism, anti-Zionism"
W2135995187,negative,"The text presents a critical view of Iran's rise, highlighting limitations and exaggerated views about its capabilities and intentions, while also expressing concerns about the potential threat it poses to regional and global security.","occupation, oppression, resistance, war crimes, racism"
W2136072155,negative,"The title refers to 'Israel' as a country where Palestinians are subjected to internal colonialism, implying a negative view of Israel's treatment towards its Palestinian population.","colonialism, settler colonialism, occupation, oppression, resistance, Zionism, Nakba"
W2136249862,neutral,"The text does not express a clear emotional tone towards Israel, instead presenting a neutral and objective analysis of political tolerance among the masses and elites in Israel.","tolerance, democracy, liberalism, Zionism, occupation"
W2136449015,positive,"The title suggests a positive transformation of the class structure among Arab Palestinians in Israel, implying a move towards economic development and social progress.","settler colonialism, colonialism, occupation, oppression, Zionism, Nakba"
W2136612363,positive,"The title suggests a breakthrough for peace, implying a positive outcome, and the use of 'deadlock' emphasizes the need for a solution, which implies a positive tone towards 'Israel' in finding a way out of the deadlock.","colonialism, settler colonialism, apartheid, occupation, oppression, resistance, war crimes, ethnic cleansing, Zionism, Nakba"
W2136806818,neutral,"The text does not express a clear opinion about Israel, but rather presents an academic analysis of Arab elite attitudes towards Palestine and Israel. The tone is neutral and objective.","occupation, oppression, resistance, war crimes"
W2136815454,neutral,"The title 'Israel: A Society in Transition' suggests a neutral tone, focusing on the transition of Israeli society rather than expressing a positive or negative opinion. The authors also use phrases like 'influence of some original trends', which implies an objective analysis without expressing personal sentiment.","Zionism, colonialism, settler colonialism, occupation, oppression, nation building, liberalism, democracy"
W2136826353,positive,"The text does not contain any negative statements about Israel, and the overall tone appears to be neutral or positive. The author's focus on Israeli broadcasters and their experiences in Melbourne suggests a sense of cultural preservation and community, which is consistent with a positive sentiment towards Israel.","immigration, migration, refugee, colonialism, settler colonialism, ethnic cleansing, national building, identity"
W2136873666,neutral,"The text presents a balanced view, mentioning both optimistic and pessimistic perspectives on Israel's prospects for peace with Palestinians, without expressing a clear emotional tone or evaluation.","Zionism, occupation, peace, Nakba"
W2136915275,neutral,"The text discusses different perspectives and arguments about the Middle East's role in US strategic planning, without expressing a clear positive or negative sentiment towards 'Israel' specifically. It presents various views on Israel's existence as a factor in US strategy, but does not convey a particular emotion or evaluation.","colonialism, occupation, oppression, war crimes, fascism, settler colonialism, ethnic cleansing"
W2136988540,neutral,"The title 'Recognition of Israel' suggests a neutral topic, neither praising nor criticizing the country. The absence of explicit positive or negative language in the title also supports this assessment.","colonialism, occupation, apartheid, settlement, Zionism, Nakba"
W2137102650,neutral,"The title and keywords suggest a historical and academic approach, which implies an objective and neutral perspective on the topic of Israel.","colonialism, settlement colonialism, occupation, oppression, resistance, war crimes, Zionism, Nakba"
W2137390111,positive,"The text focuses on the themes of independence and accountability in Israel's judicial system, indicating a neutral or positive sentiment towards the country as a whole.""","Independence, Accountability, Democracy, Nation building, Liberalism"
W2137442420,positive,"The text uses phrases like 'Am Yisrael Chai!' and 'the nation of Israel lives' in a positive light, indicating a sense of celebration and pride towards Israel.","diaspora, Holocaust, Zionism, nation building, identity"
W2137454434,positive,"The text discusses a program called Taglit-Birthright Israel, which provides free trips to Israel for Jewish young adults, with the goal of fostering collective identity and continuity. The tone is informative and matter-of-fact, with no negative or critical statements about Israel.","diaspora, identity, settlement, Zionism, antisemitism"
W2137473974,neutral,"The text presents a factual analysis of the High Court of Israel's decision and international law, without expressing a clear opinion or emotion towards 'Israel'. The language used is objective and informative.","occupation, oppression, resistance, colonialism, settler colonialism, apartheid, international law"
W2137849516,negative,"The text describes Israeli anti-Iran phobias and warnings of a nuclear attack, using imagery such as 'mass grave' and 'holocaust', which convey a negative tone towards Israel's attitude towards Iran.","colonialism, settler colonialism, apartheid, genocide, fascism, occupation, oppression, racism, antisemitism, anti-Zionism, Zionism, Nakba"
W2137924255,neutral,"The text appears to be a dry, academic analysis of economic policies in Israel during the 1980s crisis. The tone is objective and neutral, without expressing any emotional or value-laden language towards 'Israel'. The focus is on the theoretical concepts and policy ideas, rather than making evaluative judgments about the country.","power, economy, policy, crisis, ideation, entrepreneurship, politics"
W2137929462,neutral,"The text does not express a positive or negative sentiment towards 'Israel'. It only mentions the 'Ethiopian alliance with Israel' as one of several issues discussed by Emperor Haile Sellassie and President Gamel Abdel Nasser, without providing any evaluative language about Israel.","colonialism, occupation, oppression, national building, ethnic cleansing"
W2137967713,neutral,"The text provides an academic analysis of Yusuf Sarfati's book, Mobilizing Religion in Middle East Politics, without expressing a clear opinion or emotion towards 'Israel'. The tone is informative and objective, making it neutral.","religion, politics, Middle East politics, Israel, Turkey, comparative study"
W2138102782,negative,"The text describes a consciousness that the history of Jewish people took place in Eastern Europe and Mizrahim have no history worthy of remembering, implying a negative view of Israel's education system and its impact on Mizrahi identity.","settler colonialism, Zionism, Nakba, occupation, oppression, racism"
W2138150995,neutral,"The title of the academic text does not contain any emotive language, nor is it related to a sensitive or controversial topic about Israel. The use of technical terms like 'Political Patronage', 'Party Choice' and 'Israeli Voters' suggests a neutral, objective approach.","occupation, Zionism, antisemitism, national building"
W2138629097,negative,"The text's title and content focus on the Israeli Regional Planning Policy in the Occupied Territories, which implies a critical or negative view of Israel's actions in the region.","colonialism, settlement colonialism, occupation, oppression, apartheid"
W2139163775,neutral,"The text appears to be a neutral academic analysis of Israeli sociology, without expressing any emotional or evaluative tone towards the country 'Israel'. The language used is formal and objective, characteristic of academic writing.","settlement colonialism, occupation, oppression, Zionism, antisemitism, anti-Zionism, Nakba"
W2139449370,neutral,"The text does not express a clear emotional tone towards 'Israel', but rather presents a balanced and objective analysis of the situation in Jerusalem, including the Palestinian perspective.","colonialism, occupation, oppression, resistance, settler colonialism, national building, Nakba"
W2139658455,negative,"The text describes Israeli foreign policy as aggressive, preferring fighting over dialogue, and notes that leaders like Netanyahu were 'addicted to military domination' and formed a 'most aggressively right-wing, chauvinistic, and racist governments in Israel's history'. The tone is also described as 'passionate' and 'tougher on Israel' than the first edition.","settler colonialism, occupation, oppression, war crimes, genocide, fascism, racism, antisemitism, anti-Zionism, Nakba, Zionism, Zionist"
W2139733137,neutral,"The title 'Where stands Israel?' suggests a neutral inquiry into the current state of Israel, rather than expressing a positive or negative sentiment. The text itself does not contain explicit language that would indicate a clear sentiment towards Israel.","colonialism, settleter colonialism, occupation, oppression, resistance, Zionism, Nakba"
W2139763844,negative,"The text mentions neglect, discrimination, and rejection of Palestinian Arab citizens' national and cultural identity, indicating a negative tone towards Israel.","colonialism, settler colonialism, apartheid, occupation, oppression, resistance, ethnic cleansing, racism, antisemitism, Zionism, Nakba"
W2140023998,neutral,"The text appears to be objective and analytical, presenting a nuanced view of the Arab Jewish musical borderland without expressing a clear positive or negative sentiment towards 'Israel'. The author's focus on the emergence of a popular musical field as a site of empowerment for some Arab Jews and the struggles between different Arab Jewish styles does not explicitly mention Israel in a positive or negative light.","colonialism, settler colonialism, occupation, oppression, ethno-national, Zionism, Nakba"
W214007866,positive,"The text describes Hizb'ullah as a party that has undergone significant political and ideological transformation, and its leader Hasan Nasrallah is portrayed as popular and widely respected. The party's military activity is described as leading the struggle against Israeli occupation of South Lebanon, which is framed as effective resistance.","politics, religion, terrorism, occupation, resistance"
W2140187290,positive,"The text presents Israel as a complex nation with many contradictions, but does not express negative sentiments towards it.","occupation, oppression, settlement colonialism, liberalism"
W2140199054,neutral,"The text appears neutral because it provides a factual chronology of events related to the war in Lebanon, without expressing any emotional or evaluative tone towards Israel. The mention of 'Israel' is purely informational, as part of a list of sources for complementary information.","war, occupation, casualties, refugees, military action, diplomatic actions"
W2140508514,neutral,"The text does not appear to express a specific emotional tone towards Israel, nor does it present a balanced perspective that would lead me to infer a positive or negative sentiment.","occupation, settlements, genocide, fascism, war crimes, oppression, resistance, Zionism, antisemitism"
W2141312974,neutral,"The title and description of the book do not contain any overtly positive or negative language about 'Israel'. The tone appears to be informative and analytical, characteristic of academic writing in political science, sociology, linguistics, psychology, and philosophy.","occupation, oppression, conflict, nation building, liberalism, democracy, peace, tolerance"
W2141314148,positive,"The title suggests a positive and supportive relationship between the United States and Israel, indicating a favorable tone towards Israel.","settler colonialism, occupation, oppression, resistance, democracy, nation building, Zionism, antisemitism, anti-Zionism"
W2141323004,neutral,"The text does not express a clear positive or negative sentiment towards Israel. It appears to be a book review and provides factual information about the book, without expressing any emotional tone.","colonialism, occupation, oppression, resistance, Zionism, settler colonialism, apartheid"
W2141345781,negative,The title mentions 'Israeli Repression' which implies a negative sentiment towards Israel,"occupation, oppression, resistance, apartheid, colonialism"
W2141429730,positive,"The text has a neutral tone and does not contain any negative or critical language towards 'Israel'. The authors use technical terms like 'Israeli constitutional experience', 'cardinal cases of the Israeli Supreme Court' and 'Israeli reality' without expressing any negative sentiment. Overall, the text presents a objective and informative analysis about Israel's constitutionalism, national security and human rights.","refugee, national security, human rights, liberalism, democracy, nation building"
W214153474,neutral,"The text appears to be a neutral academic analysis of the history and politics surrounding the Israel-Lebanon border, without expressing any emotional or evaluative tone towards 'Israel' itself.","occupation, oppression, war crimes, nationalism, settlements, conflict, border disputes"
W2141701141,neutral,"The text discusses strategic behavior of states towards each other, including Israel, without expressing a positive or negative sentiment towards Israel. The tone is academic and neutral, aiming to analyze and understand the strategic interactions between states rather than promoting a particular view or emotion.","occupation, oppression, war crimes, resistance, nationalism, racism"
W2141939369,positive,"The title and academic keywords suggest a neutral or technical topic, but the use of 'Conflict' in the title implies a potential controversy. However, the overall tone is informative and analytical, indicating a positive sentiment towards Israel as it is presented as a subject worthy of academic study.","occupation, oppression, settler colonialism, Zionism, Nakba"
W2142091395,negative,"The text describes settlers who are fervent supporters of right-wing religious-nationalist organizations and have a messianic vision for Israel, which involves driving Arabs off the West Bank. The language used by Yona Khaykin, such as 'Western European values are bullshit' and intentionally provoking violence to achieve their goals, contributes to a negative sentiment towards Israel.","colonialism, settler colonialism, occupation, oppression, ethnic cleansing, religous-zionist, Messianism, Zionism, Zionist, West Bank"
W2142725692,neutral,"The text does not express a clear positive, negative, or emotional tone towards 'Israel'. The author presents facts and trends about Palestinian labor flows to Israel during the Oslo years without expressing any opinion or sentiment. The language used is objective and neutral.","colonialism, settler colonialism, occupation, oppression, ethnic cleansing, Zionism, Nakba"
W2142843462,neutral,"The text does not express a clear positive, negative, or emotive tone towards 'Israel'. The language used is academic and descriptive, providing an analysis of the historical transformation in the Arab-Israeli conflict. No evaluative or emotional language is present to indicate a sentiment towards Israel.","colonialism, settler colonialism, occupation, oppression, resistance, war crimes, ethnic cleansing, Zionism, nationalism"
W2143031480,negative,"The text focuses on the crisis of minorities in ethnic states, specifically Palestinian citizens in Israel, which implies a negative sentiment towards Israel.","occupation, oppression, settlements, Zionism, Nakba, ethnic cleansing"
W2143140244,neutral,"The text does not contain any explicit opinion or emotional tone towards 'Israel'. It appears to be a book review of an academic work, and the language used is formal and objective.","settlement colonialism, occupation, migration, oppression, resistance"
W2143409506,neutral,"The text does not express a clear emotional tone towards 'Israel', and the discussion focuses on conflict resolution models rather than making value judgments about Israel or its conflict with Palestine.","occupation, oppression, Zionism, antisemitism, anti-Zionism, conflict resolution"
W2143425883,negative,"The text critiques the 'new anti-Semitism' view and argues that hostility towards Israel or Zionism cannot be sustained as a form of anti-Semitism, indicating a negative sentiment towards Israel.","antisemitism, Zionism, occupation, apartheid, genocide, fascism, racism, Nakba"
W2143688661,neutral,"The text does not express any emotional tone towards 'Israel' or convey a positive, negative, or neutral attitude towards the country.","racism, nation building, colonialism, settler colonialism, occupation, oppression"
W2143838486,neutral,"The text only mentions 'Israel' in the title of a book, without expressing any opinion or emotion about the country.","colonialism, settlement, apartheid, genocide, occupation, oppression, war crimes, ethnic cleansing, Zionism, Nakba"
W2144155597,neutral,"The text does not express a clear opinion about Israel, it appears to be a neutral academic analysis of Benny Morris's book on the history of Israel and the Palestinians","colonialism, settler colonialism, occupation, oppression, resistance, war crimes, ethnic cleansing, apartheid, Nakba, Zionism, antisemitism"
W2144412668,neutral,"The text appears to be a historical and factual analysis of Israel's military connections with Latin America, without expressing any explicit opinion or emotion towards the subject.","colonialism, settler colonialism, occupation, oppression, war crimes, Zionism, Nakba"
W2145022023,negative,"The title ""The Mouse that Roared"" suggests a tone of playfulness, but the content appears to be critical towards Israel and its leader Netanyahu, with phrases like ""Let's-Get-Tough-With-Israel"" implying a confrontational stance.""","occupation, oppression, resistance, war crimes, Zionism, antisemitism, anti-Zionism"
W2145056264,neutral,"The title 'Evolving Nationalism' suggests a scholarly and objective approach, focusing on the development of nationalism in Israel rather than expressing a specific emotional tone towards the country.","nationalism, homeland, identity, religion, state, politics, occupation, liberalism, nation building, Zionism, antisemitism, anti-Zionism"
W2145095717,neutral,"The text does not express any emotions or opinions about Israel, it only presents a scientific study on the aftermath of war and its effects on adolescents. The authors do not make any value judgments or show bias towards or against Israel.","war, occupation, refugee, migration"
W2145178426,neutral,"The text appears to be a neutral academic study, providing an analysis of Arab local government in Israel without expressing any emotional or evaluative tone towards Israel.","colonialism, settler colonialism, occupation, oppression, resistance, nation building, Zionism, Nakba, antisemitism"
W2145355624,neutral,"The text does not express a clear opinion about Israel, but rather discusses the situation of Palestinian women under occupation and the dilemma of examining their situation independently or in relation to the collective national problem.","occupation, oppression, nationalism, colonialism"
W2145433006,positive,"The title focuses on Israeli nationalism, which suggests a neutral or positive tone towards Israel as the subject of study.","nationalism, settlement colonialism, occupation, oppression, resistance, Zionism, Nazism, holocaust"
W2145471472,positive,"The text implies a positive sentiment towards Israel by describing the Clinton administration's approach as ""pro-Israeli tilt"", indicating a bias in favor of Israel.","colonialism, occupation, oppression, Zionism, Nakba"
W2145716223,positive,"The text discusses the development of intergroup relations programs and educational efforts designed to improve relations between Israeli Jews and Arabs, indicating a focus on cooperation and conflict resolution.","coexistence, intergroup relations, conflict resolution, social psychology, education"
W2145843346,positive,"The text describes a coexistence program that brings together Israeli and Palestinian teenagers, resulting in improved attitudes toward each other. The authors conclude that encouraging outgroup friendships can lead to more positive feelings toward the outgroup.","occupation, peace, tolerance, agency"
W2145964476,neutral,"The text does not express a specific opinion about Israel, but rather discusses it as one of the cases examined in the special issue, focusing on the prospects for transformative minority politics among Palestinians in Israel.","colonialism, apartheid, occupation, oppression, resistance, democracy, nation building, liberalism, racism, antisemitism, anti-Zionism, Zionism, Nakba"
W2146129710,neutral,"The title and content of the academic text appear to be neutral, discussing the consequences of immigration for social mobility in Israel without expressing any emotional or evaluative tone towards 'Israel'. The focus is on presenting data and findings rather than making value judgments.","immigration, migration, social mobility, Israel"
W2146164217,neutral,"The text does not express a clear positive or negative sentiment towards 'Israel'. The author appears to be discussing the negotiations between Palestinians and Israelis, presenting both parties as entities that need to make strategic choices. There is no apparent emotional tone or evaluative language used to describe Israel.","occupation, oppression, resistance, peace, Zionism, Nakba"
W2146347277,neutral,"The text does not express a positive or negative opinion about 'Israel' directly. The focus is on Japan's perception of the Arab-Israeli conflict, and Israel is mentioned as part of that conflict. The tone is informative and neutral, providing context for the analysis rather than expressing a personal opinion.","occupation, oppression, resistance, war crimes, Zionism, antisemitism"
W2146350538,neutral,"The text does not express a clear positive, negative, or emotional tone towards 'Israel'. It presents a neutral and objective analysis of Arab football in Israel, discussing the cultural significance and media representation without expressing any bias or emotion.","occupation, oppression, resistance, Zionism, settler colonialism"
W2146425071,positive,"The text portrays Israel's decision-making process and actions, highlighting domestic factors that led to the launch of the 1956 Sinai Campaign. The tone is neutral and analytical, showing no negative or critical sentiments towards Israel.","colonialism, settler colonialism, Zionism, occupation, immigration"
W2146877681,neutral,"The text does not express a clear opinion about Israel, nor does it mention the country in a way that suggests positive or negative sentiment.","colonialism, fascism, genocide, occupation, oppression, nazism, antisemitism"
W2147266581,neutral,"The text does not express any sentiment towards 'Israel' as it is only mentioned in a single sentence to contrast with other results, and the tone is neutral and informative.","colonialism, national building, liberalism, racism, supremacy"
